guid,voucher_type,vch_no,vch_date,ledger_name,amount,dr_cr,narration,entered_at
BV00460,Purchase,460,08-Oct-2024,Maa Kathiawad Biomass LLP,591212.4,Dr,husk purchase,08-Oct-2024
BV00461,Purchase,461,14-Oct-2024,Dwarka Desai Agri Residue LLP,791129.6,Dr,husk purchase,14-Oct-2024
BV00462,Purchase,462,07-Oct-2024,Sardar Sabar Agri Residue LLP,639093.6,Dr,husk purchase,07-Oct-2024
BV00463,Purchase,463,12-Oct-2024,Dwarka Desai Agri Residue LLP,651483.0,Dr,husk purchase,12-Oct-2024
BV00464,Purchase,464,16-Oct-2024,Om Bhal Trading Company,809732.0,Dr,stalk purchase,16-Oct-2024
BV00465,Purchase,465,22-Oct-2024,Jay Sabar Biofuels,929617.2,Dr,stalk purchase,22-Oct-2024
BV00466,Purchase,466,06-Oct-2024,Shree Ambaji Trading Company,948135.6,Dr,stalk purchase,06-Oct-2024
BV00467,Purchase,467,13-Oct-2024,Shree Saurashtra Biomass LLP,842516.7,Dr,stalk purchase,13-Oct-2024
BV00468,Purchase,468,15-Oct-2024,Om Bhal Trading Company,861144.0,Dr,stalk purchase,15-Oct-2024
BV00469,Purchase,469,06-Oct-2024,Dwarka Gohil Pellet Works,673092.4,Dr,stalk purchase,06-Oct-2024
BV00470,Purchase,470,13-Nov-2024,Dwarka Gohil Pellet Works,555360.0,Dr,husk purchase,13-Nov-2024
BV00471,Purchase,471,22-Nov-2024,Jay Bhal Agri Residue LLP,621014.1,Dr,husk purchase,22-Nov-2024
BV00472,Purchase,472,02-Nov-2024,Shree Saurashtra Biomass LLP,689751.6,Dr,husk purchase,02-Nov-2024
BV00473,Purchase,473,02-Nov-2024,Jay Sabar Agri Residue LLP,598920.0,Dr,husk purchase,02-Nov-2024
BV00474,Purchase,474,10-Nov-2024,Somnath Bhadar Biomass LLP,578443.3,Dr,husk purchase,10-Nov-2024
BV00475,Purchase,475,05-Nov-2024,Jay Bhal Agri Residue LLP,678884.8,Dr,husk purchase,05-Nov-2024
BV00476,Purchase,476,03-Nov-2024,Sardar Bhadar Agro Traders,662671.8,Dr,husk purchase,03-Nov-2024
BV00477,Purchase,477,21-Nov-2024,New Gohil Biomass LLP,673575.5,Dr,husk purchase,21-Nov-2024
BV00478,Purchase,478,25-Nov-2024,Jay Sabar Biofuels,599657.8,Dr,husk purchase,25-Nov-2024
BV00479,Purchase,479,08-Nov-2024,Jay Sabar Agri Residue LLP,646238.0,Dr,husk purchase,08-Nov-2024
BV00480,Purchase,480,17-Nov-2024,Jay Sabar Agri Residue LLP,604007.8,Dr,husk purchase,17-Nov-2024
BV00481,Purchase,481,08-Nov-2024,Jay Sabar Biofuels,683403.5,Dr,husk purchase,08-Nov-2024
BV00482,Purchase,482,21-Nov-2024,New Gohil Biomass LLP,571292.6,Dr,husk purchase,21-Nov-2024
BV00483,Purchase,483,08-Nov-2024,Jay Sabar Biofuels,513474.7,Dr,husk purchase,08-Nov-2024
BV00484,Purchase,484,25-Nov-2024,Sardar Sabar Agri Residue LLP,607036.1,Dr,husk purchase,25-Nov-2024
BV00485,Purchase,485,21-Nov-2024,Maa Solanki Krishi Udyog,638669.4,Dr,husk purchase,21-Nov-2024
BV00486,Purchase,486,26-Nov-2024,Maa Girnar Krishi Udyog,557776.0,Dr,husk purchase,26-Nov-2024
BV00487,Purchase,487,07-Nov-2024,Jay Bhal Agri Residue LLP,710931.2,Dr,husk purchase,07-Nov-2024
BV00488,Purchase,488,21-Nov-2024,Dwarka Desai Agri Residue LLP,573766.2,Dr,stalk purchase,21-Nov-2024
BV00489,Purchase,489,21-Nov-2024,Shree Saurashtra Biomass LLP,582069.0,Dr,stalk purchase,21-Nov-2024
BV00490,Purchase,490,22-Nov-2024,Om Bhal Trading Company,566138.0,Dr,stalk purchase,22-Nov-2024
BV00491,Purchase,491,13-Nov-2024,Shree Ambaji Trading Company,636984.7,Dr,stalk purchase,13-Nov-2024
BV00492,Purchase,492,06-Nov-2024,Shree Ambaji Trading Company,587645.1,Dr,stalk purchase,06-Nov-2024
BV00493,Purchase,493,02-Nov-2024,Dwarka Desai Krishi Udyog,564024.4,Dr,stalk purchase,02-Nov-2024
BV00494,Purchase,494,21-Nov-2024,Dwarka Gohil Pellet Works,553699.2,Dr,stalk purchase,21-Nov-2024
BV00495,Purchase,495,18-Nov-2024,Dwarka Gohil Pellet Works,704099.0,Dr,stalk purchase,18-Nov-2024
BV00496,Purchase,496,27-Dec-2024,Dwarka Girnar Trading Company,684326.4,Dr,husk purchase,27-Dec-2024
BV00497,Purchase,497,22-Dec-2024,Maa Solanki Krishi Udyog,857955.4,Dr,husk purchase,22-Dec-2024
BV00498,Purchase,498,11-Dec-2024,Dwarka Desai Agri Residue LLP,797796.0,Dr,husk purchase,11-Dec-2024
BV00499,Purchase,499,08-Dec-2024,Jay Bhal Agri Residue LLP,758494.8,Dr,husk purchase,08-Dec-2024
BV00500,Purchase,500,11-Dec-2024,Dwarka Gohil Pellet Works,672853.5,Dr,husk purchase,11-Dec-2024
BV00501,Purchase,501,22-Dec-2024,Jay Sabar Biofuels,721267.7,Dr,husk purchase,22-Dec-2024
BV00502,Purchase,502,17-Dec-2024,Dwarka Gohil Pellet Works,674700.6,Dr,husk purchase,17-Dec-2024
BV00503,Purchase,503,18-Dec-2024,Jay Sabar Biofuels,763122.0,Dr,husk purchase,18-Dec-2024
BV00504,Purchase,504,25-Dec-2024,Jay Bhal Agri Residue LLP,687574.3,Dr,husk purchase,25-Dec-2024
BV00505,Purchase,505,26-Dec-2024,Somnath Bhadar Biomass LLP,658230.0,Dr,husk purchase,26-Dec-2024
BV00506,Purchase,506,13-Dec-2024,Dwarka Gohil Pellet Works,725240.7,Dr,husk purchase,13-Dec-2024
BV00507,Purchase,507,27-Dec-2024,Jay Sabar Agri Residue LLP,790802.1,Dr,husk purchase,27-Dec-2024
BV00508,Purchase,508,08-Dec-2024,Sardar Bhadar Agro Traders,727482.6,Dr,husk purchase,08-Dec-2024
BV00509,Purchase,509,06-Dec-2024,Somnath Bhadar Biomass LLP,664460.4,Dr,husk purchase,06-Dec-2024
BV00510,Purchase,510,02-Dec-2024,Jay Sabar Biofuels,854885.7,Dr,husk purchase,02-Dec-2024
BV00511,Purchase,511,11-Dec-2024,Dwarka Desai Krishi Udyog,692634.0,Dr,stalk purchase,11-Dec-2024
BV00512,Purchase,512,03-Dec-2024,Jay Sabar Biofuels,685019.4,Dr,stalk purchase,03-Dec-2024
BV00513,Purchase,513,02-Dec-2024,Dwarka Ambaji Trading Company,789373.8,Dr,stalk purchase,02-Dec-2024
BV00514,Purchase,514,15-Dec-2024,Shree Saurashtra Biomass LLP,697191.0,Dr,stalk purchase,15-Dec-2024
BV00515,Purchase,515,12-Dec-2024,New Gohil Biomass LLP,843313.9,Dr,stalk purchase,12-Dec-2024
BV00516,Purchase,516,07-Dec-2024,Shree Ambaji Trading Company,888788.4,Dr,stalk purchase,07-Dec-2024
BV00517,Purchase,517,13-Jan-2025,Shree Girnar Krishi Udyog,485014.4,Dr,husk purchase,13-Jan-2025
BV00518,Purchase,518,17-Jan-2025,Shree Saurashtra Biomass LLP,417696.5,Dr,husk purchase,17-Jan-2025
BV00519,Purchase,519,18-Jan-2025,Dwarka Desai Agri Residue LLP,444516.2,Dr,husk purchase,18-Jan-2025
BV00520,Purchase,520,08-Jan-2025,Om Chudasama Bioenergy,479850.0,Dr,husk purchase,08-Jan-2025
BV00521,Purchase,521,26-Jan-2025,Jay Bhal Agri Residue LLP,454611.1,Dr,husk purchase,26-Jan-2025
BV00522,Purchase,522,04-Jan-2025,Somnath Sabar Biofuels,365524.8,Dr,husk purchase,04-Jan-2025
BV00523,Purchase,523,16-Jan-2025,Maa Kathiawad Biomass LLP,437470.8,Dr,husk purchase,16-Jan-2025
BV00524,Purchase,524,12-Jan-2025,Dwarka Gohil Pellet Works,435506.8,Dr,husk purchase,12-Jan-2025
BV00525,Purchase,525,17-Jan-2025,Maa Kathiawad Biomass LLP,486529.2,Dr,husk purchase,17-Jan-2025
BV00526,Purchase,526,16-Jan-2025,Shree Girnar Krishi Udyog,484825.0,Dr,husk purchase,16-Jan-2025
BV00527,Purchase,527,16-Jan-2025,Jay Sabar Agri Residue LLP,419403.6,Dr,husk purchase,16-Jan-2025
BV00528,Purchase,528,27-Jan-2025,Maa Girnar Krishi Udyog,422620.8,Dr,husk purchase,27-Jan-2025
BV00529,Purchase,529,09-Jan-2025,Jay Bhal Agri Residue LLP,478878.4,Dr,husk purchase,09-Jan-2025
BV00530,Purchase,530,25-Jan-2025,Sardar Bhadar Agro Traders,457970.9,Dr,husk purchase,25-Jan-2025
BV00531,Purchase,531,03-Jan-2025,New Gohil Biomass LLP,472935.1,Dr,husk purchase,03-Jan-2025
BV00532,Purchase,532,13-Jan-2025,Jay Sabar Biofuels,494720.8,Dr,husk purchase,13-Jan-2025
BV00533,Purchase,533,11-Jan-2025,Maa Solanki Krishi Udyog,449664.0,Dr,husk purchase,11-Jan-2025
BV00534,Purchase,534,27-Jan-2025,Dwarka Girnar Trading Company,365365.0,Dr,husk purchase,27-Jan-2025
BV00535,Purchase,535,27-Jan-2025,Jay Chudasama Agri Residue LLP,402183.8,Dr,husk purchase,27-Jan-2025
BV00536,Purchase,536,05-Jan-2025,Jay Bhal Agri Residue LLP,442001.4,Dr,husk purchase,05-Jan-2025
BV00537,Purchase,537,08-Jan-2025,Jay Bhal Agri Residue LLP,444772.5,Dr,husk purchase,08-Jan-2025
BV00538,Purchase,538,06-Jan-2025,Somnath Sabar Biofuels,379270.0,Dr,husk purchase,06-Jan-2025
BV00539,Purchase,539,21-Jan-2025,Maa Kathiawad Biomass LLP,395024.4,Dr,husk purchase,21-Jan-2025
BV00540,Purchase,540,04-Jan-2025,New Gohil Biomass LLP,411338.1,Dr,husk purchase,04-Jan-2025
BV00541,Purchase,541,13-Jan-2025,Om Chudasama Bioenergy,520004.5,Dr,husk purchase,13-Jan-2025
BV00542,Purchase,542,15-Jan-2025,Jay Sabar Agri Residue LLP,413132.0,Dr,husk purchase,15-Jan-2025
BV00543,Purchase,543,02-Jan-2025,Om Bhal Trading Company,841654.8,Dr,stalk purchase,02-Jan-2025
BV00544,Purchase,544,13-Jan-2025,Om Bhal Trading Company,819935.6,Dr,stalk purchase,13-Jan-2025
BV00545,Purchase,545,06-Jan-2025,Somnath Girnar Biofuels,677466.0,Dr,stalk purchase,06-Jan-2025
BV00546,Purchase,546,22-Jan-2025,New Gohil Biomass LLP,802785.0,Dr,stalk purchase,22-Jan-2025
BV00547,Purchase,547,19-Jan-2025,Om Sabar Bioenergy,803214.3,Dr,stalk purchase,19-Jan-2025
BV00548,Purchase,548,18-Jan-2025,Somnath Girnar Biofuels,817810.0,Dr,stalk purchase,18-Jan-2025
BV00549,Purchase,549,05-Feb-2025,Somnath Bhadar Biomass LLP,576044.5,Dr,husk purchase,05-Feb-2025
BV00550,Purchase,550,21-Feb-2025,Maa Solanki Krishi Udyog,606169.2,Dr,husk purchase,21-Feb-2025
BV00551,Purchase,551,05-Feb-2025,Somnath Bhadar Biomass LLP,747803.0,Dr,husk purchase,05-Feb-2025
BV00552,Purchase,552,24-Feb-2025,Somnath Bhadar Biomass LLP,754353.8,Dr,husk purchase,24-Feb-2025
BV00553,Purchase,553,09-Feb-2025,Somnath Sabar Biofuels,650423.6,Dr,husk purchase,09-Feb-2025
BV00554,Purchase,554,18-Feb-2025,New Patel Agri Residue LLP,694585.5,Dr,husk purchase,18-Feb-2025
BV00555,Purchase,555,22-Feb-2025,Maa Girnar Krishi Udyog,605033.4,Dr,husk purchase,22-Feb-2025
BV00556,Purchase,556,27-Feb-2025,Somnath Bhadar Biomass LLP,700557.0,Dr,husk purchase,27-Feb-2025
BV00557,Purchase,557,19-Feb-2025,Dwarka Desai Agri Residue LLP,655203.6,Dr,husk purchase,19-Feb-2025
BV00558,Purchase,558,03-Feb-2025,Jay Bhal Agri Residue LLP,764067.6,Dr,husk purchase,03-Feb-2025
BV00559,Purchase,559,08-Feb-2025,New Patel Agri Residue LLP,720633.4,Dr,husk purchase,08-Feb-2025
BV00560,Purchase,560,04-Feb-2025,Dwarka Gohil Pellet Works,721911.6,Dr,husk purchase,04-Feb-2025
BV00561,Purchase,561,25-Feb-2025,Om Chudasama Bioenergy,796587.0,Dr,husk purchase,25-Feb-2025
BV00562,Purchase,562,22-Feb-2025,Dwarka Gohil Pellet Works,655737.5,Dr,husk purchase,22-Feb-2025
BV00563,Purchase,563,13-Feb-2025,New Patel Agri Residue LLP,702824.1,Dr,husk purchase,13-Feb-2025
BV00564,Purchase,564,11-Feb-2025,Sardar Bhadar Agro Traders,669060.0,Dr,husk purchase,11-Feb-2025
BV00565,Purchase,565,13-Feb-2025,Maa Kathiawad Biomass LLP,617943.9,Dr,husk purchase,13-Feb-2025
BV00566,Purchase,566,12-Feb-2025,Shree Ambaji Trading Company,583918.8,Dr,stalk purchase,12-Feb-2025
BV00567,Purchase,567,22-Feb-2025,Dwarka Gohil Pellet Works,621998.7,Dr,stalk purchase,22-Feb-2025
BV00568,Purchase,568,26-Feb-2025,Jay Sabar Biofuels,552623.4,Dr,stalk purchase,26-Feb-2025
BV00569,Purchase,569,04-Feb-2025,Dwarka Ambaji Trading Company,682706.7,Dr,stalk purchase,04-Feb-2025
BV00570,Purchase,570,12-Feb-2025,Om Sabar Bioenergy,662451.5,Dr,stalk purchase,12-Feb-2025
BV00571,Purchase,571,20-Feb-2025,Dwarka Ambaji Trading Company,610509.2,Dr,stalk purchase,20-Feb-2025
BV00572,Purchase,572,12-Feb-2025,Dwarka Desai Agri Residue LLP,612431.8,Dr,stalk purchase,12-Feb-2025
BV00573,Purchase,573,02-Feb-2025,Jay Sabar Biofuels,553020.3,Dr,stalk purchase,02-Feb-2025
BV00574,Purchase,574,16-Mar-2025,Somnath Sabar Biofuels,569299.2,Dr,husk purchase,16-Mar-2025
BV00575,Purchase,575,03-Mar-2025,Sardar Sabar Agri Residue LLP,554472.0,Dr,husk purchase,03-Mar-2025
BV00576,Purchase,576,02-Mar-2025,Shree Girnar Krishi Udyog,617982.4,Dr,husk purchase,02-Mar-2025
BV00577,Purchase,577,11-Mar-2025,Dwarka Girnar Trading Company,477268.7,Dr,husk purchase,11-Mar-2025
BV00578,Purchase,578,04-Mar-2025,Maa Kathiawad Biomass LLP,508836.3,Dr,husk purchase,04-Mar-2025
BV00579,Purchase,579,21-Mar-2025,New Gohil Biomass LLP,549829.6,Dr,husk purchase,21-Mar-2025
BV00580,Purchase,580,16-Mar-2025,Shree Saurashtra Biomass LLP,621231.6,Dr,husk purchase,16-Mar-2025
BV00581,Purchase,581,11-Mar-2025,Dwarka Desai Agri Residue LLP,591650.4,Dr,husk purchase,11-Mar-2025
BV00582,Purchase,582,15-Mar-2025,Maa Solanki Krishi Udyog,622899.2,Dr,husk purchase,15-Mar-2025
BV00583,Purchase,583,09-Mar-2025,New Patel Agri Residue LLP,533623.2,Dr,husk purchase,09-Mar-2025
BV00584,Purchase,584,04-Mar-2025,Dwarka Desai Agri Residue LLP,503458.2,Dr,husk purchase,04-Mar-2025
BV00585,Purchase,585,10-Mar-2025,Dwarka Gohil Pellet Works,542866.1,Dr,husk purchase,10-Mar-2025
BV00586,Purchase,586,19-Mar-2025,Maa Kathiawad Biomass LLP,579262.5,Dr,husk purchase,19-Mar-2025
BV00587,Purchase,587,03-Mar-2025,Jay Sabar Biofuels,491684.2,Dr,husk purchase,03-Mar-2025
BV00588,Purchase,588,04-Mar-2025,Sardar Bhadar Agro Traders,501508.8,Dr,husk purchase,04-Mar-2025
BV00589,Purchase,589,23-Mar-2025,Sardar Bhadar Agro Traders,532148.1,Dr,husk purchase,23-Mar-2025
BV00590,Purchase,590,15-Mar-2025,New Patel Agri Residue LLP,553199.0,Dr,husk purchase,15-Mar-2025
BV00591,Purchase,591,05-Mar-2025,Jay Chudasama Agri Residue LLP,587726.1,Dr,husk purchase,05-Mar-2025
BV00592,Purchase,592,15-Mar-2025,Maa Solanki Krishi Udyog,506194.5,Dr,husk purchase,15-Mar-2025
BV00593,Purchase,593,04-Mar-2025,Om Chudasama Bioenergy,544038.4,Dr,husk purchase,04-Mar-2025
BV00594,Purchase,594,10-Mar-2025,Dwarka Girnar Trading Company,640708.6,Dr,husk purchase,10-Mar-2025
BV00595,Purchase,595,24-Mar-2025,Maa Solanki Krishi Udyog,509157.0,Dr,husk purchase,24-Mar-2025
BV00596,Purchase,596,07-Mar-2025,Dwarka Gohil Pellet Works,629405.0,Dr,stalk purchase,07-Mar-2025
BV00597,Purchase,597,21-Mar-2025,Om Bhal Trading Company,675823.6,Dr,stalk purchase,21-Mar-2025
BV00598,Purchase,598,13-Mar-2025,New Gohil Biomass LLP,803780.9,Dr,stalk purchase,13-Mar-2025
BV00599,Purchase,599,04-Mar-2025,Jay Sabar Biofuels,755392.5,Dr,stalk purchase,04-Mar-2025
BV00600,Purchase,600,09-Mar-2025,Shree Ambaji Trading Company,663576.7,Dr,stalk purchase,09-Mar-2025
BV00601,Purchase,601,02-Mar-2025,Dwarka Desai Krishi Udyog,662765.0,Dr,stalk purchase,02-Mar-2025
BV00602,Purchase,602,23-Mar-2025,Somnath Girnar Biofuels,874976.4,Dr,stalk purchase,23-Mar-2025
BV00603,Purchase,603,24-Apr-2025,Somnath Sabar Biofuels,911388.8,Dr,husk purchase,24-Apr-2025
BV00604,Purchase,604,18-Apr-2025,Maa Kathiawad Biomass LLP,918205.2,Dr,husk purchase,18-Apr-2025
BV00605,Purchase,605,04-Apr-2025,Maa Solanki Krishi Udyog,830437.5,Dr,husk purchase,04-Apr-2025
BV00606,Purchase,606,23-Apr-2025,Jay Chudasama Agri Residue LLP,932185.8,Dr,husk purchase,23-Apr-2025
BV00607,Purchase,607,02-Apr-2025,Sardar Bhadar Agro Traders,948206.7,Dr,husk purchase,02-Apr-2025
BV00608,Purchase,608,03-Apr-2025,New Patel Agri Residue LLP,956693.1,Dr,husk purchase,03-Apr-2025
BV00609,Purchase,609,11-Apr-2025,Somnath Bhadar Biomass LLP,756607.1,Dr,husk purchase,11-Apr-2025
BV00610,Purchase,610,06-Apr-2025,Shree Girnar Krishi Udyog,781888.0,Dr,husk purchase,06-Apr-2025
BV00611,Purchase,611,03-Apr-2025,New Gohil Biomass LLP,837486.8,Dr,husk purchase,03-Apr-2025
BV00612,Purchase,612,09-Apr-2025,Maa Kathiawad Biomass LLP,781179.1,Dr,husk purchase,09-Apr-2025
BV00613,Purchase,613,03-Apr-2025,Om Bhal Trading Company,870610.4,Dr,stalk purchase,03-Apr-2025
BV00614,Purchase,614,08-Apr-2025,Dwarka Desai Agri Residue LLP,874468.4,Dr,stalk purchase,08-Apr-2025
BV00615,Purchase,615,13-Apr-2025,Somnath Girnar Biofuels,833670.0,Dr,stalk purchase,13-Apr-2025
BV00616,Purchase,616,20-Apr-2025,New Gohil Biomass LLP,1077112.8,Dr,stalk purchase,20-Apr-2025
BV00617,Purchase,617,06-May-2025,Shree Saurashtra Biomass LLP,831979.2,Dr,husk purchase,06-May-2025
BV00618,Purchase,618,12-May-2025,Shree Girnar Krishi Udyog,972513.0,Dr,husk purchase,12-May-2025
BV00619,Purchase,619,05-May-2025,Sardar Sabar Agri Residue LLP,1032296.4,Dr,husk purchase,05-May-2025
BV00620,Purchase,620,27-May-2025,Maa Girnar Krishi Udyog,1076922.6,Dr,husk purchase,27-May-2025
BV00621,Purchase,621,14-May-2025,Somnath Sabar Biofuels,1053852.9,Dr,husk purchase,14-May-2025
BV00622,Purchase,622,21-May-2025,New Gohil Biomass LLP,940576.0,Dr,husk purchase,21-May-2025
BV00623,Purchase,623,06-May-2025,Shree Saurashtra Biomass LLP,957382.8,Dr,husk purchase,06-May-2025
BV00624,Purchase,624,07-May-2025,Jay Bhal Agri Residue LLP,947268.0,Dr,husk purchase,07-May-2025
BV00625,Purchase,625,11-May-2025,Jay Sabar Biofuels,1129524.8,Dr,husk purchase,11-May-2025
BV00626,Purchase,626,17-May-2025,Dwarka Desai Agri Residue LLP,879264.0,Dr,stalk purchase,17-May-2025
BV00627,Purchase,627,02-May-2025,Shree Ambaji Trading Company,1077635.0,Dr,stalk purchase,02-May-2025
BV00628,Purchase,628,08-May-2025,Om Bhal Trading Company,988370.7,Dr,stalk purchase,08-May-2025
BV00629,Purchase,629,15-May-2025,Om Bhal Trading Company,792487.8,Dr,stalk purchase,15-May-2025
BV00630,Purchase,630,17-Jun-2025,Somnath Sabar Biofuels,886475.6,Dr,husk purchase,17-Jun-2025
BV00631,Purchase,631,26-Jun-2025,New Patel Agri Residue LLP,1017616.6,Dr,husk purchase,26-Jun-2025
BV00632,Purchase,632,17-Jun-2025,Maa Solanki Krishi Udyog,1055086.5,Dr,husk purchase,17-Jun-2025
BV00633,Purchase,633,26-Jun-2025,Om Chudasama Bioenergy,998861.1,Dr,husk purchase,26-Jun-2025
BV00634,Purchase,634,16-Jun-2025,Dwarka Desai Agri Residue LLP,817390.4,Dr,husk purchase,16-Jun-2025
BV00635,Purchase,635,18-Jun-2025,Maa Solanki Krishi Udyog,1052166.3,Dr,husk purchase,18-Jun-2025
BV00636,Purchase,636,22-Jun-2025,Om Chudasama Bioenergy,888528.0,Dr,husk purchase,22-Jun-2025
BV00637,Purchase,637,24-Jun-2025,Dwarka Girnar Trading Company,1003863.2,Dr,husk purchase,24-Jun-2025
BV00638,Purchase,638,27-Jun-2025,Somnath Sabar Biofuels,839928.8,Dr,husk purchase,27-Jun-2025
BV00639,Purchase,639,21-Jun-2025,Sardar Sabar Agri Residue LLP,860681.6,Dr,husk purchase,21-Jun-2025
BV00640,Purchase,640,22-Jun-2025,Om Bhal Trading Company,670219.2,Dr,stalk purchase,22-Jun-2025
BV00641,Purchase,641,02-Jun-2025,Shree Ambaji Trading Company,684432.0,Dr,stalk purchase,02-Jun-2025
BV00642,Purchase,642,19-Jun-2025,Jay Sabar Biofuels,614313.0,Dr,stalk purchase,19-Jun-2025
BV00643,Purchase,643,12-Jun-2025,Jay Sabar Biofuels,643669.2,Dr,stalk purchase,12-Jun-2025
BV00644,Purchase,644,16-Jun-2025,Dwarka Desai Krishi Udyog,666335.8,Dr,stalk purchase,16-Jun-2025
BV00645,Purchase,645,08-Jun-2025,Om Bhal Trading Company,682661.6,Dr,stalk purchase,08-Jun-2025
BV00646,Purchase,646,02-Jul-2025,Jay Sabar Agri Residue LLP,503276.0,Dr,husk purchase,02-Jul-2025
BV00647,Purchase,647,20-Jul-2025,Somnath Bhadar Biomass LLP,505596.0,Dr,husk purchase,20-Jul-2025
BV00648,Purchase,648,26-Jul-2025,Dwarka Gohil Pellet Works,513750.0,Dr,husk purchase,26-Jul-2025
BV00649,Purchase,649,26-Jul-2025,Jay Sabar Agri Residue LLP,538121.6,Dr,husk purchase,26-Jul-2025
BV00650,Purchase,650,25-Jul-2025,Dwarka Girnar Trading Company,459790.2,Dr,husk purchase,25-Jul-2025
BV00651,Purchase,651,05-Jul-2025,Sardar Sabar Agri Residue LLP,482232.0,Dr,husk purchase,05-Jul-2025
BV00652,Purchase,652,23-Jul-2025,Jay Bhal Agri Residue LLP,484825.0,Dr,husk purchase,23-Jul-2025
BV00653,Purchase,653,08-Jul-2025,Dwarka Gohil Pellet Works,569075.1,Dr,husk purchase,08-Jul-2025
BV00654,Purchase,654,02-Jul-2025,Sardar Bhadar Agro Traders,521085.6,Dr,husk purchase,02-Jul-2025
BV00655,Purchase,655,10-Jul-2025,Dwarka Gohil Pellet Works,454386.8,Dr,husk purchase,10-Jul-2025
BV00656,Purchase,656,11-Jul-2025,Jay Chudasama Agri Residue LLP,440271.0,Dr,husk purchase,11-Jul-2025
BV00657,Purchase,657,19-Jul-2025,New Gohil Biomass LLP,507927.0,Dr,husk purchase,19-Jul-2025
BV00658,Purchase,658,19-Jul-2025,Jay Chudasama Agri Residue LLP,465912.2,Dr,husk purchase,19-Jul-2025
BV00659,Purchase,659,08-Jul-2025,Maa Girnar Krishi Udyog,574147.6,Dr,husk purchase,08-Jul-2025
BV00660,Purchase,660,13-Jul-2025,Jay Sabar Biofuels,447524.4,Dr,husk purchase,13-Jul-2025
BV00661,Purchase,661,03-Jul-2025,Shree Girnar Krishi Udyog,516957.3,Dr,husk purchase,03-Jul-2025
BV00662,Purchase,662,26-Jul-2025,Somnath Bhadar Biomass LLP,494982.6,Dr,husk purchase,26-Jul-2025
BV00663,Purchase,663,18-Jul-2025,Om Bhal Trading Company,925848.0,Dr,stalk purchase,18-Jul-2025
BV00664,Purchase,664,26-Jul-2025,Om Sabar Bioenergy,862677.2,Dr,stalk purchase,26-Jul-2025
BV00665,Purchase,665,24-Jul-2025,Dwarka Desai Agri Residue LLP,788840.0,Dr,stalk purchase,24-Jul-2025
BV00666,Purchase,666,07-Jul-2025,Dwarka Desai Agri Residue LLP,1004039.4,Dr,stalk purchase,07-Jul-2025
BV00667,Purchase,667,06-Jul-2025,Om Ambaji Bioenergy,1167210.0,Dr,pellets purchase,06-Jul-2025
BV00668,Purchase,668,06-Jul-2025,Om Ambaji Bioenergy,1153993.5,Dr,pellets purchase,06-Jul-2025
BV00669,Purchase,669,22-Aug-2025,Shree Saurashtra Biomass LLP,679892.4,Dr,husk purchase,22-Aug-2025
BV00670,Purchase,670,18-Aug-2025,Shree Girnar Krishi Udyog,785818.6,Dr,husk purchase,18-Aug-2025
BV00671,Purchase,671,04-Aug-2025,Shree Girnar Krishi Udyog,785738.8,Dr,husk purchase,04-Aug-2025
BV00672,Purchase,672,16-Aug-2025,New Patel Agri Residue LLP,674506.2,Dr,husk purchase,16-Aug-2025
BV00673,Purchase,673,13-Aug-2025,Jay Sabar Agri Residue LLP,686382.4,Dr,husk purchase,13-Aug-2025
BV00674,Purchase,674,24-Aug-2025,Dwarka Gohil Pellet Works,758726.8,Dr,husk purchase,24-Aug-2025
BV00675,Purchase,675,07-Aug-2025,Dwarka Gohil Pellet Works,725221.3,Dr,husk purchase,07-Aug-2025
BV00676,Purchase,676,12-Aug-2025,Maa Kathiawad Biomass LLP,670866.3,Dr,husk purchase,12-Aug-2025
BV00677,Purchase,677,12-Aug-2025,Maa Girnar Krishi Udyog,684740.0,Dr,husk purchase,12-Aug-2025
BV00678,Purchase,678,22-Aug-2025,Jay Chudasama Agri Residue LLP,850776.6,Dr,husk purchase,22-Aug-2025
BV00679,Purchase,679,07-Aug-2025,Somnath Bhadar Biomass LLP,868768.0,Dr,husk purchase,07-Aug-2025
BV00680,Purchase,680,12-Aug-2025,Somnath Girnar Biofuels,1060168.9,Dr,stalk purchase,12-Aug-2025
BV00681,Purchase,681,04-Aug-2025,Dwarka Desai Agri Residue LLP,1182402.4,Dr,stalk purchase,04-Aug-2025
BV00682,Purchase,682,03-Aug-2025,Dwarka Ambaji Trading Company,1158554.7,Dr,stalk purchase,03-Aug-2025
BV00683,Purchase,683,17-Aug-2025,Shree Gohil Biofuels,3229307.4,Dr,pellets purchase,17-Aug-2025
BV00684,Purchase,684,21-Sep-2025,Jay Sabar Biofuels,723948.0,Dr,husk purchase,21-Sep-2025
BV00685,Purchase,685,05-Sep-2025,Somnath Bhadar Biomass LLP,619167.0,Dr,husk purchase,05-Sep-2025
BV00686,Purchase,686,15-Sep-2025,New Patel Agri Residue LLP,768719.6,Dr,husk purchase,15-Sep-2025
BV00687,Purchase,687,07-Sep-2025,Maa Kathiawad Biomass LLP,713764.8,Dr,husk purchase,07-Sep-2025
BV00688,Purchase,688,25-Sep-2025,Sardar Bhadar Agro Traders,834872.0,Dr,husk purchase,25-Sep-2025
BV00689,Purchase,689,03-Sep-2025,Shree Saurashtra Biomass LLP,681163.0,Dr,husk purchase,03-Sep-2025
