dispatch_no,dispatch_date,vehicle_no,grade_code,destination,tender_ref,qty_gross_t,qty_net_t,invoice_no
DR00477,2025-09-06,RJ12GA7828,PLT-A1,NTPC SIPAT,,976.75,940.7,INV00477
DR00478,2025-09-14,RJ11GA2593,PLT-T1,KOTA TEXTILE,C-25-44,770.75,741.7,INV00478
DR00479,2025-09-10,RJ18GA5299,PLT-A1,NTPC KORBA,T-25-07,898.02,872.0,INV00479
DR00480,2025-09-25,RJ15GA5726,PLT-A1,NTPC KORBA,T-25-07,1008.49,978.0,INV00480
DR00481,2025-09-04,RJ16GA5151,PLT-A1,NTPC MOUDA,T-25-11,1943.17,1891.7,INV00481
DR00482,2025-09-17,RJ10GA8795,PLT-B2,NTPC NORTH KARANPURA,T-25-15,1088.82,1062.0,INV00482
DR00483,2025-09-05,RJ14GA8233,PLT-B2,NTPC NORTH KARANPURA,T-25-15,945.89,921.3,INV00483
DR00484,2025-09-18,RJ27GA2059,PLT-T1,NTPC DARLIPALI,T-25-19,1230.18,1195.8,INV00484
DR00485,2025-09-17,RJ24GA8426,PLT-T1,NTPC DARLIPALI,T-25-19,1002.32,979.2,INV00485
DR00486,2025-09-08,RJ18GA4037,PLT-B2,NTPC LARA,T-25-22,1895.55,1825.0,INV00486
DR00487,2025-09-26,RJ23GA1102,PLT-T1,NTPC GADARWARA,T-25-26,1168.84,1143.6,INV00487
DR00488,2025-09-17,RJ08GA3434,PLT-T1,NTPC GADARWARA,T-25-26,1124.02,1081.4,INV00488
DR00489,2025-09-27,RJ05GA6051,PLT-B2,SURATGARH STPS,T-25-29,969.15,948.3,INV00489
DR00490,2025-09-16,RJ17GA5044,PLT-B2,SURATGARH STPS,,1105.19,1068.4,INV00490
DR00491,2025-09-10,RJ22GA3752,PLT-T1,JAIPUR BOTTLING,C-25-37,613.13,600.0,INV00491
DR00492,2025-09-21,RJ08GA6040,PLT-T1,NAGAUR CEMENT,C-25-33,723.12,708.3,INV00492
DR00493,2025-10-24,RJ03GA4344,PLT-A1,NTPC SIPAT,T-25-03,962.65,938.1,INV00493
DR00494,2025-10-10,RJ01GA4735,PLT-A1,NTPC SIPAT,T-25-03,1060.99,1028.6,INV00494
DR00495,2025-10-13,RJ14GA6034,PLT-T1,KOTA TEXTILE,C-25-44,770.08,741.7,INV00495
DR00496,2025-10-17,RJ25GA3555,PLT-A1,NTPC KORBA,T-25-07,981.93,959.2,INV00496
DR00497,2025-10-17,RJ02GA7174,PLT-A1,NTPC KORBA,T-25-07,920.52,890.8,INV00497
DR00498,2025-10-23,RJ17GA7902,PLT-A1,NTPC MOUDA,T-25-11,1030.94,1009.9,INV00498
DR00499,2025-10-18,RJ17GA6808,PLT-A1,NTPC MOUDA,T-25-11,905.18,881.8,INV00499
DR00500,2025-10-05,RJ25GA1088,PLT-B2,NTPC NORTH KARANPURA,T-25-15,998.96,976.5,INV00500
DR00501,2025-10-26,RJ11GA8677,PLT-B2,NTPC NORTH KARANPURA,T-25-15,1028.93,1006.8,INV00501
DR00502,2025-10-15,RJ04GA6400,PLT-T1,NTPC DARLIPALI,T-25-19,1040.95,1014.3,INV00502
DR00503,2025-10-15,RJ16GA5070,PLT-T1,NTPC DARLIPALI,T-25-19,1207.0,1160.7,INV00503
DR00504,2025-10-14,RJ27GA1597,PLT-B2,NTPC LARA,T-25-22,1894.1,1825.0,
DR00505,2025-10-03,RJ17GA4998,PLT-T1,NTPC GADARWARA,T-25-26,1031.97,1010.7,INV00505
DR00506,2025-10-10,RJ20GA5919,PLT-T1,NTPC GADARWARA,T-25-26,1243.38,1214.3,INV00506
DR00507,2025-10-27,RJ02GA8191,PLT-B2,SURATGARH STPS,T-25-29,2059.44,2016.7,
DR00508,2025-10-22,RJ27GA8374,PLT-T1,JAIPUR BOTTLING,C-25-37,618.0,600.0,INV00508
DR00509,2025-10-02,RJ01GA1557,PLT-T1,NAGAUR CEMENT,C-25-33,733.56,708.3,INV00509
DR00510,2025-11-25,RJ17GA2579,PLT-A1,NTPC SIPAT,T-25-03,2030.71,1966.7,INV00510
DR00511,2025-11-23,RJ05GA1117,PLT-T1,KOTA TEXTILE,C-25-44,761.39,741.7,INV00511
DR00512,2025-11-26,RJ23GA7318,PLT-A1,NTPC KORBA,T-25-07,1006.57,979.1,INV00512
DR00513,2025-11-05,RJ19GA8784,PLT-A1,NTPC KORBA,,904.51,870.9,
DR00514,2025-11-22,RJ01GA6922,PLT-A1,NTPC MOUDA,T-25-11,940.84,914.0,INV00514
DR00515,2025-11-05,RJ01GA4974,PLT-A1,NTPC MOUDA,T-25-11,1004.92,977.7,INV00515
DR00516,2025-11-08,RJ06GA4147,PLT-B2,NTPC NORTH KARANPURA,T-25-15,948.15,913.0,INV00516
DR00517,2025-11-13,RJ13GA4393,PLT-B2,NTPC NORTH KARANPURA,T-25-15,1103.41,1070.3,INV00517
DR00518,2025-11-04,RJ04GA3193,PLT-T1,NTPC DARLIPALI,T-25-19,1093.23,1064.3,INV00518
DR00519,2025-11-06,RJ02GA4456,PLT-T1,NTPC DARLIPALI,T-25-19,1141.13,1110.7,INV00519
DR00520,2025-11-09,RJ23GA7939,PLT-B2,NTPC LARA,T-25-22,905.51,870.9,INV00520
DR00521,2025-11-11,RJ02GA6572,PLT-B2,NTPC LARA,T-25-22,979.67,954.1,INV00521
DR00522,2025-11-13,RJ23GA1295,PLT-T1,NTPC GADARWARA,T-25-26,1110.49,1076.1,INV00522
DR00523,2025-11-07,RJ06GA6404,PLT-T1,NTPC GADARWARA,T-25-26,1177.1,1148.9,INV00523
DR00524,2025-11-16,RJ19GA5646,PLT-B2,SURATGARH STPS,T-25-29,1068.18,1044.1,INV00524
DR00525,2025-11-18,RJ05GA9079,PLT-B2,SURATGARH STPS,T-25-29,1008.44,972.6,INV00525
DR00526,2025-11-20,RJ15GA5895,PLT-T1,JAIPUR BOTTLING,C-25-37,621.44,600.0,INV00526
DR00527,2025-11-10,RJ07GA3427,PLT-T1,NAGAUR CEMENT,C-25-33,727.95,708.3,INV00527
DR00528,2025-12-10,RJ27GA4585,PLT-A1,NTPC SIPAT,,2008.35,1966.7,INV00528
DR00529,2025-12-22,RJ07GA7742,PLT-T1,KOTA TEXTILE,C-25-44,764.97,741.7,INV00529
DR00530,2025-12-21,RJ24GA8729,PLT-A1,NTPC KORBA,T-25-07,1896.01,1850.0,INV00530
DR00531,2025-12-23,RJ06GA2403,PLT-A1,NTPC MOUDA,T-25-11,1031.51,1001.7,INV00531
DR00532,2025-12-18,RJ16GA4520,PLT-A1,NTPC MOUDA,T-25-11,917.25,890.0,INV00532
DR00533,2025-12-13,RJ13GA1369,PLT-B2,NTPC NORTH KARANPURA,T-25-15,1040.15,1003.3,INV00533
DR00534,2025-12-15,RJ09GA5134,PLT-B2,NTPC NORTH KARANPURA,T-25-15,1018.01,980.0,INV00534
DR00535,2025-12-17,RJ02GA4491,PLT-T1,NTPC DARLIPALI,T-25-19,1233.97,1196.1,INV00535
DR00536,2025-12-09,RJ21GA8895,PLT-T1,NTPC DARLIPALI,T-25-19,1013.99,978.9,INV00536
DR00537,2025-12-18,RJ12GA9944,PLT-B2,NTPC LARA,T-25-22,1883.44,1825.0,INV00537
DR00538,2025-12-02,RJ13GA2893,PLT-T1,NTPC GADARWARA,T-25-26,1234.16,1195.8,INV00538
DR00539,2025-12-09,RJ14GA9300,PLT-T1,NTPC GADARWARA,T-25-26,1057.61,1029.2,INV00539
DR00540,2025-12-19,RJ17GA8887,PLT-B2,SURATGARH STPS,T-25-29,967.56,935.3,INV00540
DR00541,2025-12-17,RJ06GA1026,PLT-B2,SURATGARH STPS,T-25-29,1104.13,1081.4,INV00541
DR00542,2025-12-07,RJ23GA6820,PLT-T1,JAIPUR BOTTLING,C-25-37,613.06,600.0,INV00542
DR00543,2025-12-04,RJ02GA7687,PLT-T1,NAGAUR CEMENT,C-25-33,730.3,708.3,INV00543
DR00544,2026-01-06,RJ06GA2298,PLT-A1,NTPC SIPAT,T-25-03,2038.29,1966.7,INV00544
DR00545,2026-01-24,RJ11GA3450,PLT-T1,KOTA TEXTILE,C-25-44,756.9,741.7,INV00545
DR00546,2026-01-03,RJ05GA3713,PLT-A1,NTPC KORBA,T-25-07,889.18,866.5,INV00546
DR00547,2026-01-14,RJ14GA2938,PLT-A1,NTPC KORBA,T-25-07,1017.68,983.5,INV00547
DR00548,2026-01-03,RJ19GA2455,PLT-A1,NTPC MOUDA,T-25-11,1957.23,1891.7,INV00548
DR00549,2026-01-09,RJ16GA6823,PLT-B2,NTPC NORTH KARANPURA,T-25-15,1053.06,1026.2,INV00549
DR00550,2026-01-25,RJ05GA5055,PLT-B2,NTPC NORTH KARANPURA,T-25-15,981.93,957.1,INV00550
DR00551,2026-01-07,RJ01GA3228,PLT-T1,NTPC DARLIPALI,T-25-19,1015.5,994.4,INV00551
DR00552,2026-01-18,RJ18GA8411,PLT-T1,NTPC DARLIPALI,,1211.3,1180.6,INV00552
DR00553,2026-01-08,RJ06GA5133,PLT-B2,NTPC LARA,T-25-22,1891.65,1825.0,
DR00554,2026-01-03,RJ18GA9949,PLT-T1,NTPC GADARWARA,T-25-26,1091.33,1061.1,INV00554
DR00555,2026-01-15,RJ18GA5225,PLT-T1,NTPC GADARWARA,T-25-26,1203.76,1163.9,INV00555
DR00556,2026-01-11,RJ07GA5017,PLT-B2,SURATGARH STPS,T-25-29,2076.08,2016.7,INV00556
DR00557,2026-01-20,RJ24GA3735,PLT-T1,JAIPUR BOTTLING,C-25-37,620.82,600.0,INV00557
DR00558,2026-01-14,RJ08GA2526,PLT-T1,NAGAUR CEMENT,C-25-33,735.04,708.3,INV00558
DR00559,2026-02-23,RJ23GA1366,PLT-A1,NTPC SIPAT,T-25-03,2035.43,1966.7,INV00559
DR00560,2026-02-26,RJ19GA5698,PLT-T1,KOTA TEXTILE,,762.77,741.7,INV00560
DR00561,2026-02-14,RJ11GA2441,PLT-A1,NTPC KORBA,T-25-07,998.2,975.6,INV00561
DR00562,2026-02-05,RJ24GA1228,PLT-A1,NTPC KORBA,T-25-07,905.35,874.4,INV00562
DR00563,2026-02-21,RJ06GA6172,PLT-A1,NTPC MOUDA,T-25-11,1954.72,1891.7,INV00563
DR00564,2026-02-03,RJ17GA6416,PLT-B2,NTPC NORTH KARANPURA,T-25-15,2032.02,1983.3,INV00564
DR00565,2026-02-06,RJ06GA2061,PLT-T1,NTPC DARLIPALI,T-25-19,1198.92,1164.2,INV00565
DR00566,2026-02-20,RJ03GA7448,PLT-T1,NTPC DARLIPALI,T-25-19,1032.73,1010.8,INV00566
DR00567,2026-02-14,RJ09GA2747,PLT-B2,NTPC LARA,T-25-22,867.16,838.8,INV00567
DR00568,2026-02-27,RJ09GA6485,PLT-B2,NTPC LARA,T-25-22,1007.4,986.2,INV00568
DR00569,2026-02-05,RJ05GA6727,PLT-T1,NTPC GADARWARA,,1083.97,1045.8,INV00569
DR00570,2026-02-23,RJ27GA5532,PLT-T1,NTPC GADARWARA,T-25-26,1210.9,1179.2,INV00570
DR00571,2026-02-11,RJ26GA3589,PLT-B2,SURATGARH STPS,T-25-29,2067.17,2016.7,INV00571
DR00572,2026-02-24,RJ22GA7441,PLT-T1,JAIPUR BOTTLING,C-25-37,618.23,600.0,INV00572
DR00573,2026-02-10,RJ12GA9002,PLT-T1,NAGAUR CEMENT,C-25-33,734.15,708.3,
DR00574,2026-04-11,RJ19GA1384,PLT-A1,NTPC SIPAT,,1017.18,993.6,INV00574
DR00575,2026-03-15,RJ02GA8577,PLT-A1,NTPC SIPAT,T-25-03,1000.09,973.1,INV00575
DR00576,2026-03-21,RJ26GA7974,PLT-T1,KOTA TEXTILE,C-25-44,760.51,741.7,INV00576
DR00577,2026-03-06,RJ15GA7459,PLT-A1,NTPC KORBA,T-25-07,990.08,966.3,INV00577
DR00578,2026-04-04,RJ14GA6413,PLT-A1,NTPC KORBA,,903.39,883.7,INV00578
DR00579,2026-03-20,RJ15GA4554,PLT-A1,NTPC MOUDA,T-25-11,905.47,874.0,INV00579
DR00580,2026-04-09,RJ26GA7702,PLT-A1,NTPC MOUDA,,1047.81,1017.7,INV00580
DR00581,2026-04-14,RJ26GA7494,PLT-B2,NTPC NORTH KARANPURA,,2040.94,1983.3,INV00581
DR00582,2026-03-13,RJ18GA4539,PLT-T1,NTPC DARLIPALI,T-25-19,1157.52,1123.4,INV00582
DR00583,2026-03-16,RJ12GA3153,PLT-T1,NTPC DARLIPALI,,1078.88,1051.6,INV00583
DR00584,2026-03-05,RJ21GA1495,PLT-B2,NTPC LARA,T-25-22,958.48,933.2,INV00584
DR00585,2026-03-08,RJ20GA8089,PLT-B2,NTPC LARA,T-25-22,921.64,891.8,INV00585
DR00586,2026-04-11,RJ03GA4690,PLT-T1,NTPC GADARWARA,,1176.23,1134.7,INV00586
DR00587,2026-03-25,RJ08GA8499,PLT-T1,NTPC GADARWARA,T-25-26,1126.64,1090.3,INV00587
DR00588,2026-03-18,RJ11GA3367,PLT-B2,SURATGARH STPS,,1135.9,1093.4,INV00588
DR00589,2026-03-04,RJ15GA1831,PLT-B2,SURATGARH STPS,T-25-29,957.63,923.3,INV00589
DR00590,2026-03-12,RJ17GA8236,PLT-T1,JAIPUR BOTTLING,C-25-37,613.27,600.0,INV00590
DR00591,2026-03-03,RJ06GA6411,PLT-T1,NAGAUR CEMENT,C-25-33,725.78,708.3,INV00591
DR00592,2026-04-03,RJ08GA9709,PLT-T1,JAIPUR BOTTLING,C-25-37,614.59,600.0,INV00592
DR00593,2026-04-18,RJ06GA6964,PLT-T1,NAGAUR CEMENT,,735.17,708.3,INV00593
DR00594,2026-04-06,RJ11GA5991,PLT-T1,NTPC SIPAT,T-26-04,2044.5,1975.0,INV00594
DR00595,2026-04-07,RJ23GA4567,PLT-A1,KOTA TEXTILE,C-26-45,692.81,666.7,INV00595
DR00596,2026-04-26,RJ15GA1885,PLT-A1,NTPC KORBA,T-26-08,1059.43,1038.2,INV00596
DR00597,2026-04-09,RJ03GA4142,PLT-A1,NTPC KORBA,T-26-08,1231.21,1203.5,INV00597
DR00598,2026-04-08,RJ05GA1465,PLT-B2,NTPC MOUDA,T-26-12,914.86,888.9,INV00598
DR00599,2026-04-07,RJ27GA6113,PLT-B2,NTPC MOUDA,T-26-12,885.52,861.1,INV00599
DR00600,2026-04-17,RJ08GA6036,PLT-T1,NTPC NORTH KARANPURA,T-26-16,1144.14,1104.5,INV00600
DR00601,2026-04-15,RJ19GA5094,PLT-T1,NTPC NORTH KARANPURA,T-26-16,955.98,928.8,INV00601
DR00602,2026-04-22,RJ01GA6936,PLT-A1,NTPC DARLIPALI,T-26-20,1241.67,1200.6,INV00602
DR00603,2026-04-27,RJ22GA4346,PLT-A1,NTPC DARLIPALI,T-26-20,1082.74,1041.1,INV00603
DR00604,2026-04-25,RJ07GA1643,PLT-B2,NTPC LARA,T-26-23,1024.6,991.3,INV00604
DR00605,2026-04-18,RJ09GA2934,PLT-B2,NTPC LARA,T-26-23,910.27,892.0,INV00605
DR00606,2026-04-23,RJ27GA1769,PLT-T1,SURATGARH STPS,T-26-30,2049.24,1975.0,INV00606
DR00607,2026-06-06,RJ15GA5528,PLT-T1,JAIPUR BOTTLING,,619.7,600.0,INV00607
DR00608,2026-06-04,RJ21GA5598,PLT-T1,NAGAUR CEMENT,,727.46,708.3,INV00608
DR00609,2026-05-04,RJ27GA7992,PLT-T1,NTPC SIPAT,T-26-04,920.31,892.8,INV00609
DR00610,2026-05-18,RJ08GA2951,PLT-T1,NTPC SIPAT,T-26-04,1105.89,1082.2,INV00610
DR00611,2026-05-08,RJ19GA4071,PLT-A1,KOTA TEXTILE,C-26-45,683.38,666.7,INV00611
DR00612,2026-05-17,RJ07GA4339,PLT-A1,NTPC KORBA,T-26-08,1035.69,1011.1,INV00612
DR00613,2026-05-03,RJ15GA2864,PLT-A1,NTPC KORBA,T-26-08,1266.81,1230.6,
DR00614,2026-05-04,RJ15GA8726,PLT-B2,NTPC MOUDA,T-26-12,1803.98,1750.0,INV00614
DR00615,2026-05-16,RJ06GA1397,PLT-T1,NTPC NORTH KARANPURA,T-26-16,2099.38,2033.3,INV00615
DR00616,2026-05-05,RJ11GA2301,PLT-A1,NTPC DARLIPALI,T-26-20,1132.71,1100.7,INV00616
DR00617,2026-05-22,RJ03GA7372,PLT-A1,NTPC DARLIPALI,T-26-20,1181.62,1141.0,INV00617
DR00618,2026-05-23,RJ27GA8752,PLT-B2,NTPC LARA,T-26-23,953.71,927.6,INV00618
DR00619,2026-05-04,RJ13GA9910,PLT-B2,NTPC LARA,T-26-23,979.98,955.7,INV00619
DR00620,2026-05-12,RJ03GA7839,PLT-T1,SURATGARH STPS,T-26-30,997.39,970.0,INV00620
DR00621,2026-05-21,RJ12GA1761,PLT-T1,SURATGARH STPS,T-26-30,1044.18,1005.0,INV00621
DR00622,2026-06-15,RJ19GA2428,PLT-T1,NTPC SIPAT,T-26-04,1049.19,1028.6,INV00622
DR00623,2026-06-20,RJ04GA4382,PLT-T1,NTPC SIPAT,T-26-04,980.83,946.4,INV00623
DR00624,2026-06-13,RJ21GA7163,PLT-A1,KOTA TEXTILE,C-26-45,687.73,666.7,INV00624
DR00625,2026-06-13,RJ26GA1936,PLT-A1,NTPC KORBA,T-26-08,1127.55,1088.6,INV00625
DR00626,2026-06-05,RJ25GA2947,PLT-A1,NTPC KORBA,,1185.77,1153.1,INV00626
DR00627,2026-06-27,RJ03GA4722,PLT-B2,NTPC MOUDA,T-26-12,948.6,929.2,INV00627
DR00628,2026-06-17,RJ15GA2320,PLT-B2,NTPC MOUDA,T-26-12,850.47,820.8,INV00628
DR00629,2026-06-16,RJ22GA4199,PLT-T1,NTPC NORTH KARANPURA,T-26-16,961.63,939.3,INV00629
DR00630,2026-06-08,RJ09GA3671,PLT-T1,NTPC NORTH KARANPURA,T-26-16,1130.82,1094.0,INV00630
DR00631,2026-06-19,RJ20GA4019,PLT-A1,NTPC DARLIPALI,T-26-20,1101.59,1079.9,INV00631
DR00632,2026-06-27,RJ21GA9892,PLT-A1,NTPC DARLIPALI,,1203.87,1161.8,INV00632
DR00633,2026-06-25,RJ13GA5985,PLT-B2,NTPC LARA,T-26-23,1944.84,1883.3,INV00633
DR00634,2026-06-18,RJ16GA8051,PLT-T1,SURATGARH STPS,T-26-30,1081.2,1059.2,INV00634
DR00635,2026-06-16,RJ13GA7667,PLT-T1,SURATGARH STPS,T-26-30,944.8,915.8,INV00635
DR00636,2026-06-21,RJ22GA2340,PLT-A1,JAIPUR BOTTLING,C-26-38,643.58,625.0,INV00636
DR00637,2026-06-18,RJ23GA4418,PLT-T1,NAGAUR CEMENT,C-26-34,606.91,591.7,INV00637
DR00638,2026-07-22,RJ13GA7773,PLT-T1,NTPC SIPAT,T-26-04,916.23,896.8,INV00638
DR00639,2026-07-13,RJ14GA1553,PLT-T1,NTPC SIPAT,T-26-04,1101.55,1078.2,INV00639
DR00640,2026-07-02,RJ17GA5805,PLT-A1,KOTA TEXTILE,C-26-45,687.6,666.7,INV00640
DR00641,2026-07-23,RJ16GA6916,PLT-A1,NTPC KORBA,T-26-08,1151.6,1111.0,INV00641
DR00642,2026-07-19,RJ27GA2528,PLT-A1,NTPC KORBA,T-26-08,1155.49,1130.7,INV00642
DR00643,2026-07-23,RJ11GA7321,PLT-B2,NTPC MOUDA,T-26-12,1802.24,1750.0,INV00643
DR00644,2026-07-17,RJ24GA4593,PLT-T1,NTPC NORTH KARANPURA,T-26-16,1019.72,997.0,INV00644
DR00645,2026-07-25,RJ21GA1755,PLT-T1,NTPC NORTH KARANPURA,T-26-16,1073.18,1036.3,INV00645
DR00646,2026-07-04,RJ27GA2212,PLT-A1,NTPC DARLIPALI,T-26-20,1111.16,1071.4,INV00646
DR00647,2026-07-03,RJ03GA6920,PLT-A1,NTPC DARLIPALI,T-26-20,1214.38,1170.3,INV00647
DR00648,2026-07-02,RJ11GA3820,PLT-B2,NTPC LARA,T-26-23,1923.3,1883.3,INV00648
DR00649,2026-07-19,RJ17GA6574,PLT-T1,SURATGARH STPS,T-26-30,1106.26,1077.5,INV00649
DR00650,2026-07-11,RJ02GA8773,PLT-T1,SURATGARH STPS,T-26-30,932.82,897.5,INV00650
DR00651,2026-07-26,RJ22GA5199,PLT-A1,JAIPUR BOTTLING,C-26-38,643.4,625.0,INV00651
DR00652,2026-07-20,RJ23GA5057,PLT-T1,NAGAUR CEMENT,C-26-34,605.07,591.7,INV00652
DR00653,2026-07-22,RJ11GA6652,PLT-A1,BHILWARA PAPER,C-26-41,514.94,500.0,INV00653
DR00654,2026-08-25,RJ11GA1697,PLT-T1,NTPC SIPAT,T-26-04,2020.7,1975.0,INV00654
DR00655,2026-08-19,RJ09GA8453,PLT-A1,KOTA TEXTILE,C-26-45,688.96,666.7,INV00655
DR00656,2026-08-03,RJ01GA1638,PLT-A1,NTPC KORBA,T-26-08,1159.04,1132.2,INV00656
DR00657,2026-08-27,RJ06GA2227,PLT-A1,NTPC KORBA,T-26-08,1145.39,1109.5,INV00657
DR00658,2026-08-12,RJ18GA2666,PLT-B2,NTPC MOUDA,T-26-12,963.15,932.2,INV00658
DR00659,2026-08-09,RJ05GA6518,PLT-B2,NTPC MOUDA,T-26-12,844.94,817.8,INV00659
DR00660,2026-08-04,RJ01GA5500,PLT-T1,NTPC NORTH KARANPURA,T-26-16,1082.27,1046.8,INV00660
DR00661,2026-08-08,RJ11GA9877,PLT-T1,NTPC NORTH KARANPURA,T-26-16,1023.93,986.5,INV00661
DR00662,2026-08-02,RJ06GA9513,PLT-A1,NTPC DARLIPALI,T-26-20,1193.38,1161.4,INV00662
DR00663,2026-08-11,RJ17GA7038,PLT-A1,NTPC DARLIPALI,T-26-20,1112.99,1080.3,INV00663
DR00664,2026-08-19,RJ11GA7716,PLT-B2,NTPC LARA,T-26-23,1051.88,1018.4,INV00664
DR00665,2026-08-24,RJ11GA9876,PLT-B2,NTPC LARA,T-26-23,889.57,864.9,INV00665
DR00666,2026-08-26,RJ26GA6108,PLT-T1,SURATGARH STPS,T-26-30,941.45,914.2,INV00666
DR00667,2026-08-14,RJ08GA7929,PLT-T1,SURATGARH STPS,T-26-30,1095.15,1060.8,INV00667
DR00668,2026-08-16,RJ20GA2582,PLT-A1,JAIPUR BOTTLING,C-26-38,638.68,625.0,INV00668
DR00669,2026-08-11,RJ09GA1923,PLT-T1,NAGAUR CEMENT,C-26-34,610.41,591.7,INV00669
DR00670,2026-08-18,RJ17GA1889,PLT-A1,BHILWARA PAPER,C-26-41,513.49,500.0,INV00670
