guid,voucher_type,vch_no,vch_date,ledger_name,amount,dr_cr,narration,entered_at
AV02560,Purchase,2560,07-Oct-2025,Shree Luni Trading Co,1041679.2,Dr,husk purchase,07-Oct-2025
AV02561,Purchase,2561,21-Oct-2025,Maa Vijay Biomass Co,943374.6,Dr,husk purchase,21-Oct-2025
AV02562,Purchase,2562,20-Oct-2025,Salasar Mahaveer Fuels,888499.9,Dr,husk purchase,20-Oct-2025
AV02563,Purchase,2563,26-Oct-2025,Khatu Vijay Biomass Suppliers,1016862.0,Dr,husk purchase,26-Oct-2025
AV02564,Purchase,2564,18-Oct-2025,Khatu Vijay Biomass Suppliers,877000.5,Dr,husk purchase,18-Oct-2025
AV02565,Purchase,2565,03-Oct-2025,Salasar Marudhar Krishi Udyog,905145.8,Dr,husk purchase,03-Oct-2025
AV02566,Purchase,2566,12-Oct-2025,Salasar Mahaveer Krishi Udyog,883624.0,Dr,husk purchase,12-Oct-2025
AV02567,Purchase,2567,27-Oct-2025,Shree Laxmi Biomass Suppliers,565267.2,Dr,stalk purchase,27-Oct-2025
AV02568,Purchase,2568,08-Oct-2025,Khatu Shyam Enterprises,641452.5,Dr,stalk purchase,08-Oct-2025
AV02569,Purchase,2569,05-Oct-2025,New Banas Biomass Co,552737.2,Dr,stalk purchase,05-Oct-2025
AV02570,Purchase,2570,11-Oct-2025,Shree Laxmi Biomass Suppliers,599222.4,Dr,stalk purchase,11-Oct-2025
AV02571,Purchase,2571,17-Oct-2025,Khatu Rajputana Enterprises,561913.2,Dr,stalk purchase,17-Oct-2025
AV02572,Purchase,2572,24-Oct-2025,Jai Thar Fuels,580700.4,Dr,stalk purchase,24-Oct-2025
AV02573,Purchase,2573,14-Oct-2025,Khatu Shyam Enterprises,636719.5,Dr,stalk purchase,14-Oct-2025
AV02574,Purchase,2574,13-Oct-2025,Salasar Marudhar Krishi Udyog,613844.4,Dr,stalk purchase,13-Oct-2025
AV02575,Purchase,2575,12-Oct-2025,Sanwariya Govind Agro Industries,648253.3,Dr,stalk purchase,12-Oct-2025
AV02576,Purchase,2576,04-Oct-2025,Jai Rathore Agro Traders,600800.2,Dr,stalk purchase,04-Oct-2025
AV02577,Purchase,2577,17-Oct-2025,Shree Laxmi Biomass Suppliers,669152.3,Dr,stalk purchase,17-Oct-2025
AV02578,Purchase,2578,27-Oct-2025,Jai Sardar Agro Industries,692664.0,Dr,stalk purchase,27-Oct-2025
AV02579,Purchase,2579,02-Oct-2025,Maa Krishna Fuels,688897.5,Dr,stalk purchase,02-Oct-2025
AV02580,Purchase,2580,06-Oct-2025,Jai Thar Fuels,588717.3,Dr,stalk purchase,06-Oct-2025
AV02581,Purchase,2581,20-Oct-2025,Shree Laxmi Biomass Suppliers,524462.4,Dr,stalk purchase,20-Oct-2025
AV02582,Purchase,2582,26-Oct-2025,Khatu Rathore Biomass Co,567063.9,Dr,stalk purchase,26-Oct-2025
AV02583,Purchase,2583,27-Oct-2025,Maa Bhairav Krishi Udyog,678859.8,Dr,stalk purchase,27-Oct-2025
AV02584,Purchase,2584,02-Oct-2025,Sanwariya Ganesh Agri Residue Pvt Ltd,688248.0,Dr,stalk purchase,02-Oct-2025
AV02585,Purchase,2585,24-Oct-2025,Shree Laxmi Biomass Suppliers,640865.2,Dr,stalk purchase,24-Oct-2025
AV02586,Purchase,2586,11-Oct-2025,Shree Laxmi Biomass Suppliers,531539.3,Dr,stalk purchase,11-Oct-2025
AV02587,Purchase,2587,22-Oct-2025,Shree Laxmi Biomass Suppliers,611271.0,Dr,stalk purchase,22-Oct-2025
AV02588,Purchase,2588,21-Oct-2025,Maa Bhairav Krishi Udyog,593727.2,Dr,stalk purchase,21-Oct-2025
AV02589,Purchase,2589,11-Oct-2025,Khatu Rajputana Enterprises,639210.0,Dr,stalk purchase,11-Oct-2025
AV02590,Purchase,2590,20-Oct-2025,Khatu Shyam Enterprises,554461.8,Dr,stalk purchase,20-Oct-2025
AV02591,Purchase,2591,27-Oct-2025,Shri Bhagwati Trading Co,528611.4,Dr,stalk purchase,27-Oct-2025
AV02592,Purchase,2592,07-Oct-2025,Khatu Bhairav Biomass Suppliers,542545.3,Dr,stalk purchase,07-Oct-2025
AV02593,Purchase,2593,03-Oct-2025,Shri Bhagwati Trading Co,609043.6,Dr,stalk purchase,03-Oct-2025
AV02594,Purchase,2594,15-Oct-2025,Jai Sardar Agro Industries,687014.8,Dr,stalk purchase,15-Oct-2025
AV02595,Purchase,2595,03-Oct-2025,Salasar Marudhar Krishi Udyog,665714.4,Dr,stalk purchase,03-Oct-2025
AV02596,Purchase,2596,11-Oct-2025,Nakoda Banas Krishi Bhandar,564244.5,Dr,stalk purchase,11-Oct-2025
AV02597,Purchase,2597,11-Oct-2025,Sanwariya Ganesh Agri Residue Pvt Ltd,627828.1,Dr,stalk purchase,11-Oct-2025
AV02598,Purchase,2598,10-Oct-2025,Salasar Banas Biomass Co,527048.6,Dr,stalk purchase,10-Oct-2025
AV02599,Purchase,2599,27-Oct-2025,Sanwariya Govind Agro Industries,615396.6,Dr,stalk purchase,27-Oct-2025
AV02600,Purchase,2600,13-Oct-2025,Jai Thar Fuels,590889.0,Dr,stalk purchase,13-Oct-2025
AV02601,Purchase,2601,18-Nov-2025,Salasar Krishna Biomass Suppliers,280578.0,Dr,supply against order,18-Nov-2025
AV02602,Purchase,2602,13-Nov-2025,Maa Ganesh Biomass Co,202255.8,Dr,material recd,13-Nov-2025
AV02603,Purchase,2603,09-Nov-2025,New Bhairav Krishi Udyog,150592.6,Dr,as per bill,09-Nov-2025
AV02604,Purchase,2604,23-Nov-2025,Khatu Vijay Biomass Suppliers,200768.8,Dr,material recd,23-Nov-2025
AV02605,Purchase,2605,17-Nov-2025,Sanwariya Rathore Agro Company,201114.6,Dr,biomass purchase,17-Nov-2025
AV02606,Purchase,2606,24-Nov-2025,New Bhagwati Krishi Bhandar,227259.6,Dr,material recd,24-Nov-2025
AV02607,Purchase,2607,17-Nov-2025,New Rathore Agro Industries,202057.2,Dr,supply against order,17-Nov-2025
AV02608,Purchase,2608,10-Nov-2025,Salasar Luni Agro Company,204565.9,Dr,material recd,10-Nov-2025
AV02609,Purchase,2609,11-Nov-2025,Salasar Deepak Agri Residue Pvt Ltd,750938.0,Dr,husk purchase,11-Nov-2025
AV02610,Purchase,2610,27-Nov-2025,New Bhairav Krishi Udyog,666534.4,Dr,husk purchase,27-Nov-2025
AV02611,Purchase,2611,06-Nov-2025,Shri Bhagwati Trading Co,783750.0,Dr,husk purchase,06-Nov-2025
AV02612,Purchase,2612,26-Nov-2025,Om Shyam Biomass Suppliers,662302.0,Dr,husk purchase,26-Nov-2025
AV02613,Purchase,2613,13-Nov-2025,Om Shyam Biomass Suppliers,788913.0,Dr,husk purchase,13-Nov-2025
AV02614,Purchase,2614,16-Nov-2025,Khatu Thar Agro Company,733708.8,Dr,husk purchase,16-Nov-2025
AV02615,Purchase,2615,12-Nov-2025,Maa Vijay Biomass Co,767344.0,Dr,husk purchase,12-Nov-2025
AV02616,Purchase,2616,19-Nov-2025,Salasar Luni Agro Company,683133.0,Dr,husk purchase,19-Nov-2025
AV02617,Purchase,2617,21-Nov-2025,Salasar Marudhar Krishi Udyog,616401.5,Dr,husk purchase,21-Nov-2025
AV02618,Purchase,2618,08-Nov-2025,Om Shyam Biomass Suppliers,777246.4,Dr,husk purchase,08-Nov-2025
AV02619,Purchase,2619,16-Nov-2025,Salasar Krishna Biomass Suppliers,661920.0,Dr,husk purchase,16-Nov-2025
AV02620,Purchase,2620,05-Nov-2025,New Balaji Krishi Bhandar,636542.4,Dr,husk purchase,05-Nov-2025
AV02621,Purchase,2621,22-Nov-2025,Sanwariya Ganesh Agri Residue Pvt Ltd,622710.0,Dr,husk purchase,22-Nov-2025
AV02622,Purchase,2622,20-Nov-2025,Om Shyam Biomass Suppliers,682328.8,Dr,husk purchase,20-Nov-2025
AV02623,Purchase,2623,05-Nov-2025,Salasar Mahaveer Fuels,722173.2,Dr,husk purchase,05-Nov-2025
AV02624,Purchase,2624,21-Nov-2025,Khatu Jagdamba Agro Industries,670665.6,Dr,husk purchase,21-Nov-2025
AV02625,Purchase,2625,12-Nov-2025,Salasar Deepak Agri Residue Pvt Ltd,645653.5,Dr,husk purchase,12-Nov-2025
AV02626,Purchase,2626,19-Nov-2025,New Rajputana Agro Traders,755401.8,Dr,husk purchase,19-Nov-2025
AV02627,Purchase,2627,27-Nov-2025,Khatu Marudhar Enterprises,657901.2,Dr,husk purchase,27-Nov-2025
AV02628,Purchase,2628,18-Nov-2025,Khatu Vijay Biomass Suppliers,755177.4,Dr,husk purchase,18-Nov-2025
AV02629,Purchase,2629,02-Nov-2025,Sanwariya Vijay Enterprises,766607.4,Dr,husk purchase,02-Nov-2025
AV02630,Purchase,2630,09-Nov-2025,New Rathore Agro Industries,673180.0,Dr,husk purchase,09-Nov-2025
AV02631,Purchase,2631,26-Nov-2025,Shree Luni Trading Co,621840.0,Dr,husk purchase,26-Nov-2025
AV02632,Purchase,2632,14-Nov-2025,Shree Luni Trading Co,592919.6,Dr,husk purchase,14-Nov-2025
AV02633,Purchase,2633,02-Nov-2025,Khatu Vijay Biomass Suppliers,740389.1,Dr,husk purchase,02-Nov-2025
AV02634,Purchase,2634,04-Nov-2025,Maa Ganesh Biomass Co,720369.0,Dr,husk purchase,04-Nov-2025
AV02635,Purchase,2635,16-Nov-2025,Maa Balaji Krishi Bhandar,688341.0,Dr,husk purchase,16-Nov-2025
AV02636,Purchase,2636,24-Nov-2025,New Rathore Agro Industries,783604.8,Dr,husk purchase,24-Nov-2025
AV02637,Purchase,2637,23-Nov-2025,Salasar Luni Agro Company,776621.0,Dr,husk purchase,23-Nov-2025
AV02638,Purchase,2638,21-Nov-2025,Shri Bhagwati Trading Co,675403.0,Dr,husk purchase,21-Nov-2025
AV02639,Purchase,2639,21-Nov-2025,Sanwariya Ganesh Agri Residue Pvt Ltd,614270.0,Dr,husk purchase,21-Nov-2025
AV02640,Purchase,2640,04-Nov-2025,Maa Vijay Biomass Co,618551.7,Dr,husk purchase,04-Nov-2025
AV02641,Purchase,2641,06-Nov-2025,Salasar Mahaveer Fuels,756443.7,Dr,husk purchase,06-Nov-2025
AV02642,Purchase,2642,02-Nov-2025,Om Shyam Biomass Suppliers,611655.6,Dr,husk purchase,02-Nov-2025
AV02643,Purchase,2643,26-Nov-2025,Shri Bhagwati Trading Co,678251.8,Dr,husk purchase,26-Nov-2025
AV02644,Purchase,2644,06-Nov-2025,Maa Vijay Biomass Co,693599.2,Dr,husk purchase,06-Nov-2025
AV02645,Purchase,2645,06-Nov-2025,New Rajputana Agro Traders,648637.8,Dr,husk purchase,06-Nov-2025
AV02646,Purchase,2646,19-Nov-2025,Sanwariya Vijay Enterprises,619488.0,Dr,husk purchase,19-Nov-2025
AV02647,Purchase,2647,27-Nov-2025,Khatu Marudhar Enterprises,651792.4,Dr,husk purchase,27-Nov-2025
AV02648,Purchase,2648,16-Nov-2025,Salasar Marudhar Krishi Udyog,623015.0,Dr,husk purchase,16-Nov-2025
AV02649,Purchase,2649,17-Nov-2025,New Rajputana Agro Traders,755846.1,Dr,husk purchase,17-Nov-2025
AV02650,Purchase,2650,23-Nov-2025,Sanwariya Suraj Biomass Suppliers,785479.5,Dr,husk purchase,23-Nov-2025
AV02651,Purchase,2651,06-Nov-2025,New Bhairav Krishi Udyog,823885.2,Dr,husk purchase,06-Nov-2025
AV02652,Purchase,2652,23-Nov-2025,New Bhagwati Krishi Bhandar,651334.2,Dr,husk purchase,23-Nov-2025
AV02653,Purchase,2653,06-Nov-2025,Sanwariya Vijay Enterprises,762598.0,Dr,husk purchase,06-Nov-2025
AV02654,Purchase,2654,15-Nov-2025,Sanwariya Rathore Agro Company,753657.6,Dr,husk purchase,15-Nov-2025
AV02655,Purchase,2655,05-Nov-2025,Maa Balaji Trading Co,642700.2,Dr,husk purchase,05-Nov-2025
AV02656,Purchase,2656,02-Nov-2025,Salasar Saurashtra Biomass Suppliers,745246.2,Dr,husk purchase,02-Nov-2025
AV02657,Purchase,2657,27-Nov-2025,Sanwariya Rathore Agro Company,733604.0,Dr,husk purchase,27-Nov-2025
AV02658,Purchase,2658,26-Nov-2025,Om Shyam Biomass Suppliers,659964.6,Dr,husk purchase,26-Nov-2025
AV02659,Purchase,2659,13-Nov-2025,Salasar Krishna Biomass Suppliers,864599.6,Dr,husk purchase,13-Nov-2025
AV02660,Purchase,2660,03-Nov-2025,New Rajputana Agro Traders,781652.2,Dr,husk purchase,03-Nov-2025
AV02661,Purchase,2661,12-Nov-2025,Khatu Shyam Enterprises,692544.6,Dr,husk purchase,12-Nov-2025
AV02662,Purchase,2662,25-Nov-2025,Jai Rathore Agro Traders,551526.4,Dr,stalk purchase,25-Nov-2025
AV02663,Purchase,2663,22-Nov-2025,Jai Thar Fuels,567454.5,Dr,stalk purchase,22-Nov-2025
AV02664,Purchase,2664,27-Nov-2025,Shri Bhagwati Trading Co,516745.2,Dr,stalk purchase,27-Nov-2025
AV02665,Purchase,2665,27-Nov-2025,Khatu Rathore Biomass Co,502361.2,Dr,stalk purchase,27-Nov-2025
AV02666,Purchase,2666,14-Nov-2025,Jai Sardar Agro Industries,573939.8,Dr,stalk purchase,14-Nov-2025
AV02667,Purchase,2667,17-Nov-2025,Jai Rathore Krishi Bhandar,442683.2,Dr,stalk purchase,17-Nov-2025
AV02668,Purchase,2668,23-Nov-2025,Shri Bhagwati Trading Co,526230.0,Dr,stalk purchase,23-Nov-2025
AV02669,Purchase,2669,10-Nov-2025,Salasar Banas Biomass Co,484803.0,Dr,stalk purchase,10-Nov-2025
AV02670,Purchase,2670,12-Nov-2025,Sanwariya Rathore Agro Company,499682.8,Dr,stalk purchase,12-Nov-2025
AV02671,Purchase,2671,26-Nov-2025,Shree Laxmi Biomass Suppliers,539929.0,Dr,stalk purchase,26-Nov-2025
AV02672,Purchase,2672,24-Nov-2025,Khatu Bhairav Biomass Suppliers,541807.0,Dr,stalk purchase,24-Nov-2025
AV02673,Purchase,2673,26-Nov-2025,Sanwariya Rathore Agro Company,449754.2,Dr,stalk purchase,26-Nov-2025
AV02674,Purchase,2674,17-Nov-2025,Sanwariya Krishna Agri Residue Pvt Ltd,484728.2,Dr,stalk purchase,17-Nov-2025
AV02675,Purchase,2675,15-Nov-2025,Shri Bhagwati Trading Co,418162.5,Dr,stalk purchase,15-Nov-2025
AV02676,Purchase,2676,10-Nov-2025,Shree Laxmi Biomass Suppliers,513670.4,Dr,stalk purchase,10-Nov-2025
AV02677,Purchase,2677,14-Nov-2025,Maa Krishna Fuels,443149.2,Dr,stalk purchase,14-Nov-2025
AV02678,Purchase,2678,13-Nov-2025,Khatu Rathore Biomass Co,494919.3,Dr,stalk purchase,13-Nov-2025
AV02679,Purchase,2679,22-Nov-2025,Salasar Banas Biomass Co,572329.8,Dr,stalk purchase,22-Nov-2025
AV02680,Purchase,2680,27-Nov-2025,Jai Rathore Agro Traders,471070.0,Dr,stalk purchase,27-Nov-2025
AV02681,Purchase,2681,14-Nov-2025,Khatu Rajputana Enterprises,557976.0,Dr,stalk purchase,14-Nov-2025
AV02682,Purchase,2682,25-Nov-2025,Jai Rathore Agro Traders,515743.2,Dr,stalk purchase,25-Nov-2025
AV02683,Purchase,2683,23-Nov-2025,Salasar Banas Biomass Co,469041.6,Dr,stalk purchase,23-Nov-2025
AV02684,Purchase,2684,10-Nov-2025,Maa Bhairav Krishi Udyog,582343.5,Dr,stalk purchase,10-Nov-2025
AV02685,Purchase,2685,24-Nov-2025,Khatu Rajputana Enterprises,533440.2,Dr,stalk purchase,24-Nov-2025
AV02686,Purchase,2686,18-Nov-2025,Sanwariya Govind Agro Industries,462085.2,Dr,stalk purchase,18-Nov-2025
AV02687,Purchase,2687,22-Nov-2025,Maa Bhairav Krishi Udyog,508751.6,Dr,stalk purchase,22-Nov-2025
AV02688,Purchase,2688,03-Nov-2025,Salasar Marudhar Krishi Udyog,541764.0,Dr,stalk purchase,03-Nov-2025
AV02689,Purchase,2689,15-Nov-2025,Sanwariya Govind Agro Industries,427232.0,Dr,stalk purchase,15-Nov-2025
AV02690,Purchase,2690,09-Nov-2025,Salasar Marudhar Krishi Udyog,545938.8,Dr,stalk purchase,09-Nov-2025
AV02691,Purchase,2691,10-Nov-2025,Khatu Rajputana Enterprises,464426.2,Dr,stalk purchase,10-Nov-2025
AV02692,Purchase,2692,16-Nov-2025,Jai Rathore Krishi Bhandar,463478.1,Dr,stalk purchase,16-Nov-2025
AV02693,Purchase,2693,16-Nov-2025,Nakoda Banas Krishi Bhandar,467639.6,Dr,stalk purchase,16-Nov-2025
AV02694,Purchase,2694,27-Nov-2025,Jai Rathore Agro Traders,497882.0,Dr,stalk purchase,27-Nov-2025
AV02695,Purchase,2695,08-Nov-2025,Jai Thar Fuels,494494.8,Dr,stalk purchase,08-Nov-2025
AV02696,Purchase,2696,21-Nov-2025,New Banas Biomass Co,532201.8,Dr,stalk purchase,21-Nov-2025
AV02697,Purchase,2697,13-Nov-2025,Khatu Rathore Biomass Co,551628.0,Dr,stalk purchase,13-Nov-2025
AV02698,Purchase,2698,22-Nov-2025,Sanwariya Ganesh Agri Residue Pvt Ltd,512907.5,Dr,stalk purchase,22-Nov-2025
AV02699,Purchase,2699,05-Nov-2025,Maa Bhairav Krishi Udyog,420515.5,Dr,stalk purchase,05-Nov-2025
AV02700,Purchase,2700,06-Dec-2025,Maa Balaji Krishi Bhandar,532980.0,Dr,husk purchase,06-Dec-2025
AV02701,Purchase,2701,20-Dec-2025,Shri Bhagwati Trading Co,425966.0,Dr,husk purchase,20-Dec-2025
AV02702,Purchase,2702,06-Dec-2025,Sanwariya Ganesh Agri Residue Pvt Ltd,477786.6,Dr,husk purchase,06-Dec-2025
AV02703,Purchase,2703,22-Dec-2025,Salasar Mahaveer Krishi Udyog,437539.2,Dr,husk purchase,22-Dec-2025
AV02704,Purchase,2704,27-Dec-2025,Maa Vijay Biomass Co,436687.2,Dr,husk purchase,27-Dec-2025
AV02705,Purchase,2705,23-Dec-2025,Salasar Mahaveer Krishi Udyog,534139.2,Dr,husk purchase,23-Dec-2025
AV02706,Purchase,2706,21-Dec-2025,Maa Balaji Krishi Bhandar,490975.6,Dr,husk purchase,21-Dec-2025
AV02707,Purchase,2707,14-Dec-2025,New Bhairav Krishi Udyog,436367.4,Dr,husk purchase,14-Dec-2025
AV02708,Purchase,2708,15-Dec-2025,Salasar Marudhar Krishi Udyog,443190.0,Dr,husk purchase,15-Dec-2025
AV02709,Purchase,2709,25-Dec-2025,Salasar Luni Agro Company,517334.4,Dr,husk purchase,25-Dec-2025
AV02710,Purchase,2710,26-Dec-2025,Khatu Shyam Enterprises,401876.8,Dr,husk purchase,26-Dec-2025
AV02711,Purchase,2711,24-Dec-2025,Sanwariya Govind Agro Industries,548192.0,Dr,husk purchase,24-Dec-2025
AV02712,Purchase,2712,06-Dec-2025,New Rathore Agro Industries,544017.6,Dr,husk purchase,06-Dec-2025
AV02713,Purchase,2713,05-Dec-2025,Sanwariya Govind Agro Industries,510649.6,Dr,husk purchase,05-Dec-2025
AV02714,Purchase,2714,09-Dec-2025,Shree Rajputana Trading Co,451469.5,Dr,husk purchase,09-Dec-2025
AV02715,Purchase,2715,20-Dec-2025,Khatu Marudhar Enterprises,505345.5,Dr,husk purchase,20-Dec-2025
AV02716,Purchase,2716,11-Dec-2025,Shree Vijay Agro Traders,449390.4,Dr,husk purchase,11-Dec-2025
AV02717,Purchase,2717,26-Dec-2025,Maa Ganesh Biomass Co,550800.9,Dr,husk purchase,26-Dec-2025
AV02718,Purchase,2718,15-Dec-2025,Khatu Thar Agro Company,481946.4,Dr,husk purchase,15-Dec-2025
AV02719,Purchase,2719,07-Dec-2025,New Balaji Krishi Bhandar,429727.3,Dr,husk purchase,07-Dec-2025
AV02720,Purchase,2720,11-Dec-2025,Khatu Marudhar Enterprises,417822.6,Dr,husk purchase,11-Dec-2025
AV02721,Purchase,2721,09-Dec-2025,Maa Balaji Krishi Bhandar,427672.4,Dr,husk purchase,09-Dec-2025
AV02722,Purchase,2722,17-Dec-2025,Shree Ramdev Fuels,465348.0,Dr,husk purchase,17-Dec-2025
AV02723,Purchase,2723,24-Dec-2025,Maa Ganesh Biomass Co,524085.1,Dr,husk purchase,24-Dec-2025
AV02724,Purchase,2724,16-Dec-2025,Shri Bhagwati Trading Co,457660.0,Dr,husk purchase,16-Dec-2025
AV02725,Purchase,2725,25-Dec-2025,Khatu Vijay Biomass Suppliers,470002.5,Dr,husk purchase,25-Dec-2025
AV02726,Purchase,2726,23-Dec-2025,Salasar Mahaveer Fuels,481766.4,Dr,husk purchase,23-Dec-2025
AV02727,Purchase,2727,27-Dec-2025,Khatu Thar Agro Company,482851.2,Dr,husk purchase,27-Dec-2025
AV02728,Purchase,2728,04-Dec-2025,Sanwariya Rathore Agro Company,474115.3,Dr,husk purchase,04-Dec-2025
AV02729,Purchase,2729,02-Dec-2025,Maa Vijay Biomass Co,488441.8,Dr,husk purchase,02-Dec-2025
AV02730,Purchase,2730,02-Dec-2025,Sanwariya Vijay Enterprises,538780.2,Dr,husk purchase,02-Dec-2025
AV02731,Purchase,2731,09-Dec-2025,Sanwariya Vijay Enterprises,452046.0,Dr,husk purchase,09-Dec-2025
AV02732,Purchase,2732,07-Dec-2025,Maa Vijay Biomass Co,518848.2,Dr,husk purchase,07-Dec-2025
AV02733,Purchase,2733,22-Dec-2025,New Bhagwati Krishi Bhandar,471418.5,Dr,husk purchase,22-Dec-2025
AV02734,Purchase,2734,18-Dec-2025,Sanwariya Rathore Agro Company,520492.3,Dr,husk purchase,18-Dec-2025
AV02735,Purchase,2735,23-Dec-2025,Sanwariya Ganesh Agri Residue Pvt Ltd,448610.0,Dr,husk purchase,23-Dec-2025
AV02736,Purchase,2736,09-Dec-2025,Salasar Saurashtra Biomass Suppliers,429340.1,Dr,husk purchase,09-Dec-2025
AV02737,Purchase,2737,05-Dec-2025,New Balaji Krishi Bhandar,479130.6,Dr,husk purchase,05-Dec-2025
AV02738,Purchase,2738,09-Dec-2025,Khatu Vijay Biomass Suppliers,529013.8,Dr,husk purchase,09-Dec-2025
AV02739,Purchase,2739,18-Dec-2025,Sanwariya Ganesh Agri Residue Pvt Ltd,466615.4,Dr,husk purchase,18-Dec-2025
AV02740,Purchase,2740,10-Dec-2025,Salasar Saurashtra Biomass Suppliers,466959.9,Dr,husk purchase,10-Dec-2025
AV02741,Purchase,2741,25-Dec-2025,Salasar Mahaveer Krishi Udyog,427330.4,Dr,husk purchase,25-Dec-2025
AV02742,Purchase,2742,17-Dec-2025,Maa Balaji Trading Co,557846.8,Dr,husk purchase,17-Dec-2025
AV02743,Purchase,2743,27-Dec-2025,Maa Balaji Trading Co,447352.2,Dr,husk purchase,27-Dec-2025
AV02744,Purchase,2744,13-Dec-2025,Khatu Thar Agro Company,449527.0,Dr,husk purchase,13-Dec-2025
AV02745,Purchase,2745,14-Dec-2025,Shree Rajputana Trading Co,485080.8,Dr,husk purchase,14-Dec-2025
AV02746,Purchase,2746,21-Dec-2025,Shree Vijay Agro Traders,447510.8,Dr,husk purchase,21-Dec-2025
AV02747,Purchase,2747,17-Dec-2025,New Rathore Agro Industries,488228.0,Dr,husk purchase,17-Dec-2025
AV02748,Purchase,2748,18-Dec-2025,Salasar Krishna Biomass Suppliers,478839.2,Dr,husk purchase,18-Dec-2025
AV02749,Purchase,2749,04-Dec-2025,Salasar Mahaveer Fuels,543120.0,Dr,husk purchase,04-Dec-2025
AV02750,Purchase,2750,04-Dec-2025,Sanwariya Govind Agro Industries,556192.2,Dr,husk purchase,04-Dec-2025
AV02751,Purchase,2751,12-Dec-2025,Salasar Mahaveer Krishi Udyog,410442.5,Dr,husk purchase,12-Dec-2025
AV02752,Purchase,2752,02-Dec-2025,Shri Bhagwati Trading Co,489218.5,Dr,husk purchase,02-Dec-2025
AV02753,Purchase,2753,11-Dec-2025,Khatu Vijay Biomass Suppliers,511414.4,Dr,husk purchase,11-Dec-2025
AV02754,Purchase,2754,16-Dec-2025,New Bhagwati Krishi Bhandar,491841.0,Dr,husk purchase,16-Dec-2025
AV02755,Purchase,2755,12-Dec-2025,Maa Balaji Trading Co,533337.0,Dr,husk purchase,12-Dec-2025
AV02756,Purchase,2756,06-Dec-2025,New Bhairav Krishi Udyog,513115.8,Dr,husk purchase,06-Dec-2025
AV02757,Purchase,2757,24-Dec-2025,Maa Ganesh Biomass Co,442001.2,Dr,husk purchase,24-Dec-2025
AV02758,Purchase,2758,14-Dec-2025,New Rathore Krishi Bhandar,475863.3,Dr,husk purchase,14-Dec-2025
AV02759,Purchase,2759,21-Dec-2025,Maa Vijay Biomass Co,494469.6,Dr,husk purchase,21-Dec-2025
AV02760,Purchase,2760,09-Dec-2025,Salasar Mahaveer Krishi Udyog,505783.2,Dr,husk purchase,09-Dec-2025
AV02761,Purchase,2761,13-Dec-2025,Khatu Shyam Enterprises,448392.0,Dr,husk purchase,13-Dec-2025
AV02762,Purchase,2762,26-Dec-2025,Sanwariya Govind Agro Industries,431984.0,Dr,husk purchase,26-Dec-2025
AV02763,Purchase,2763,19-Dec-2025,Sanwariya Govind Agro Industries,423522.0,Dr,husk purchase,19-Dec-2025
AV02764,Purchase,2764,12-Dec-2025,New Rathore Krishi Bhandar,421925.4,Dr,husk purchase,12-Dec-2025
AV02765,Purchase,2765,06-Dec-2025,Shree Vijay Agro Traders,526010.0,Dr,husk purchase,06-Dec-2025
AV02766,Purchase,2766,02-Dec-2025,New Rathore Krishi Bhandar,533162.8,Dr,husk purchase,02-Dec-2025
AV02767,Purchase,2767,11-Dec-2025,Khatu Vijay Biomass Suppliers,416180.6,Dr,husk purchase,11-Dec-2025
AV02768,Purchase,2768,05-Dec-2025,Sanwariya Ganesh Agri Residue Pvt Ltd,426975.6,Dr,husk purchase,05-Dec-2025
AV02769,Purchase,2769,11-Dec-2025,Shri Bhagwati Trading Co,426311.2,Dr,husk purchase,11-Dec-2025
AV02770,Purchase,2770,23-Dec-2025,New Bhagwati Krishi Bhandar,530580.6,Dr,husk purchase,23-Dec-2025
AV02771,Purchase,2771,23-Dec-2025,Salasar Marudhar Krishi Udyog,458883.0,Dr,husk purchase,23-Dec-2025
AV02772,Purchase,2772,25-Dec-2025,New Rathore Krishi Bhandar,559293.8,Dr,husk purchase,25-Dec-2025
AV02773,Purchase,2773,24-Dec-2025,Shree Luni Trading Co,488188.8,Dr,husk purchase,24-Dec-2025
AV02774,Purchase,2774,03-Dec-2025,Salasar Mahaveer Fuels,480902.4,Dr,husk purchase,03-Dec-2025
AV02775,Purchase,2775,11-Dec-2025,Sanwariya Rathore Agro Company,443200.8,Dr,husk purchase,11-Dec-2025
AV02776,Purchase,2776,16-Dec-2025,Nakoda Ramdev Trading Co,461912.0,Dr,husk purchase,16-Dec-2025
AV02777,Purchase,2777,12-Dec-2025,New Bhairav Krishi Udyog,443493.4,Dr,husk purchase,12-Dec-2025
AV02778,Purchase,2778,08-Dec-2025,Khatu Vijay Biomass Suppliers,501216.0,Dr,husk purchase,08-Dec-2025
AV02779,Purchase,2779,25-Dec-2025,Shree Rajputana Trading Co,520288.0,Dr,husk purchase,25-Dec-2025
AV02780,Purchase,2780,24-Dec-2025,Salasar Mahaveer Krishi Udyog,480318.3,Dr,husk purchase,24-Dec-2025
AV02781,Purchase,2781,24-Dec-2025,Salasar Marudhar Krishi Udyog,492839.1,Dr,husk purchase,24-Dec-2025
AV02782,Purchase,2782,17-Dec-2025,Shri Bhagwati Trading Co,460114.5,Dr,husk purchase,17-Dec-2025
AV02783,Purchase,2783,13-Dec-2025,Salasar Krishna Biomass Suppliers,463518.0,Dr,husk purchase,13-Dec-2025
